Date,Price,Open,High,Low,Vol.,Change %
1/18/2022,"25,550.00","25,500.00","26,300.00","25,000.00",2.43M,0.20%
1/17/2022,"25,500.00","26,600.00","26,950.00","25,500.00",2.98M,-4.32%
1/14/2022,"26,650.00","26,650.00","27,000.00","26,400.00",1.79M,-0.93%
1/13/2022,"26,900.00","27,400.00","28,000.00","26,800.00",4.72M,-0.37%
1/12/2022,"27,000.00","26,200.00","27,100.00","25,600.00",3.59M,3.85%
1/11/2022,"26,000.00","26,100.00","26,750.00","25,900.00",1.96M,-0.38%
1/10/2022,"26,100.00","27,000.00","27,000.00","26,100.00",3.70M,-2.97%
1/7/2022,"26,900.00","27,000.00","27,400.00","26,800.00",2.94M,-0.37%
1/6/2022,"27,000.00","27,100.00","27,500.00","26,900.00",3.92M,-1.82%
1/5/2022,"27,500.00","27,950.00","27,950.00","27,450.00",3.33M,-1.61%
1/4/2022,"27,950.00","27,550.00","28,700.00","27,300.00",4.75M,2.38%
12/31/2021,"27,300.00","26,800.00","28,000.00","26,800.00",6.45M,2.63%
12/30/2021,"26,600.00","26,750.00","26,750.00","26,250.00",1.71M,0.38%
12/29/2021,"26,500.00","26,500.00","27,000.00","26,300.00",2.74M,0.76%
12/28/2021,"26,300.00","26,000.00","26,400.00","25,500.00",3.20M,1.74%
12/27/2021,"25,850.00","26,100.00","26,200.00","25,600.00",1.34M,-0.19%
12/24/2021,"25,900.00","24,700.00","26,000.00","24,700.00",3.16M,4.86%
12/23/2021,"24,700.00","25,650.00","25,700.00","24,500.00",6.44M,-3.70%
12/22/2021,"25,650.00","26,250.00","26,600.00","25,650.00",4.84M,-2.29%
12/21/2021,"26,250.00","26,600.00","26,650.00","26,150.00",3.65M,-1.32%
12/20/2021,"26,600.00","26,800.00","26,900.00","26,300.00",3.39M,-0.75%
12/17/2021,"26,800.00","26,950.00","27,000.00","26,700.00",2.55M,-0.74%
12/16/2021,"27,000.00","27,100.00","27,200.00","26,550.00",2.16M,0.19%
12/15/2021,"26,950.00","26,700.00","27,350.00","26,650.00",2.79M,1.32%
12/14/2021,"26,600.00","26,900.00","27,250.00","26,500.00",3.71M,-1.30%
12/13/2021,"26,950.00","27,100.00","27,200.00","26,850.00",3.76M,-0.37%
12/10/2021,"27,050.00","27,300.00","27,750.00","27,000.00",2.64M,-1.10%
12/9/2021,"27,350.00","26,900.00","27,350.00","26,700.00",1.87M,0.55%
12/8/2021,"27,200.00","26,900.00","27,750.00","26,450.00",4.97M,1.49%
12/7/2021,"26,800.00","26,500.00","27,000.00","25,900.00",3.41M,3.08%
12/6/2021,"26,000.00","27,100.00","27,550.00","25,600.00",8.21M,-5.45%
12/3/2021,"27,500.00","28,500.00","28,600.00","27,500.00",4.68M,-3.51%
12/2/2021,"28,500.00","28,450.00","29,200.00","28,400.00",3.35M,0.18%
12/1/2021,"28,450.00","27,800.00","28,500.00","27,000.00",6.57M,1.97%
11/30/2021,"27,900.00","30,000.00","30,000.00","27,500.00",13.93M,-5.42%
