Date,Price,Open,High,Low,Vol.,Change %
3/8/2021,"18,600.00","19,000.00","19,150.00","18,500.00",13.65M,-0.53%
3/5/2021,"18,700.00","18,350.00","18,850.00","18,150.00",24.86M,1.91%
3/4/2021,"18,350.00","19,050.00","19,150.00","18,300.00",23.54M,-3.42%
3/3/2021,"19,000.00","19,150.00","19,300.00","19,000.00",16.62M,-0.78%
3/2/2021,"19,150.00","19,600.00","19,600.00","19,050.00",21.14M,0.26%
3/1/2021,"19,100.00","18,600.00","19,150.00","18,500.00",35.78M,4.09%
2/26/2021,"18,350.00","18,250.00","18,550.00","18,200.00",17.42M,-0.81%
2/25/2021,"18,500.00","18,600.00","18,650.00","18,200.00",18.34M,0.82%
2/24/2021,"18,350.00","18,950.00","19,150.00","18,300.00",24.70M,-2.39%
2/23/2021,"18,800.00","18,650.00","19,000.00","18,500.00",24.90M,1.08%
2/22/2021,"18,600.00","18,800.00","19,200.00","18,550.00",25.99M,-0.53%
2/19/2021,"18,700.00","18,400.00","19,000.00","18,250.00",22.59M,0.54%
2/18/2021,"18,600.00","18,700.00","18,800.00","18,450.00",22.50M,-0.80%
2/17/2021,"18,750.00","18,300.00","18,800.00","18,200.00",21.03M,3.31%
2/9/2021,"18,150.00","17,500.00","18,200.00","17,100.00",18.23M,4.31%
2/8/2021,"17,400.00","18,300.00","18,450.00","17,100.00",24.04M,-4.92%
2/5/2021,"18,300.00","17,650.00","18,300.00","17,600.00",18.06M,3.98%
2/4/2021,"17,600.00","17,900.00","18,150.00","17,550.00",18.65M,-2.22%
2/3/2021,"18,000.00","17,350.00","18,200.00","17,150.00",27.11M,4.96%
2/2/2021,"17,150.00","16,400.00","17,200.00","16,000.00",20.76M,6.52%
2/1/2021,"16,100.00","17,000.00","17,450.00","16,100.00",23.12M,-4.73%
1/29/2021,"16,900.00","15,500.00","17,150.00","15,500.00",31.23M,5.30%
1/28/2021,"16,050.00","16,150.00","16,950.00","16,050.00",45.05M,-6.96%
1/27/2021,"17,250.00","17,800.00","18,650.00","17,000.00",32.16M,-4.70%
1/26/2021,"18,100.00","19,300.00","19,300.00","18,050.00",32.30M,-6.46%
1/25/2021,"19,350.00","19,700.00","19,900.00","19,350.00",28.07M,-3.01%
1/22/2021,"19,950.00","20,000.00","20,200.00","19,700.00",29.97M,-0.25%
1/21/2021,"20,000.00","19,400.00","20,000.00","18,850.00",34.48M,5.26%
1/20/2021,"19,000.00","19,400.00","19,600.00","17,950.00",34.43M,-1.04%
1/19/2021,"19,200.00","20,350.00","20,450.00","19,200.00",45.05M,-6.80%
